Date,Close
2021-03-15,1.3797773122787476
2021-03-16,1.4021519422531128
2021-03-17,1.4096105098724365
2021-03-18,1.4245268106460571
2021-03-19,1.3946936130523682
2021-03-22,1.387235403060913
2021-03-23,1.3946936130523682
2021-03-24,1.4245268106460571
2021-03-25,1.4319851398468018
2021-03-26,1.4394431114196777
2021-03-29,1.4469014406204224
2021-03-30,1.454359531402588
2021-03-31,1.4394431114196777
2021-04-01,1.4469014406204224
2021-04-05,1.461817741394043
2021-04-06,1.454359531402588
2021-04-07,1.461817741394043
2021-04-08,1.461817741394043
2021-04-09,1.454359531402588
2021-04-12,1.454359531402588
2021-04-13,1.4692764282226562
2021-04-14,1.4767346382141113
2021-04-15,1.4841927289962769
2021-04-16,1.4767346382141113
2021-04-19,1.4767346382141113
2021-04-20,1.4767346382141113
2021-04-21,1.461817741394043
2021-04-22,1.4692764282226562
2021-04-23,1.4692764282226562
2021-04-26,1.499109148979187
2021-04-27,1.491651177406311
2021-04-28,1.5079448223114014
2021-04-29,1.51548433303833
2021-04-30,1.5004048347473145
2021-05-03,1.4853253364562988
2021-05-04,1.5004048347473145
2021-05-05,1.4853253364562988
2021-05-06,1.5004048347473145
2021-05-07,1.4928650856018066
2021-05-10,1.4928650856018066
2021-05-11,1.4853253364562988
2021-05-12,1.4551663398742676
2021-05-14,1.432547688484192
2021-05-17,1.4551663398742676
2021-05-18,1.4928650856018066
2021-05-19,1.4853253364562988
2021-05-20,1.4853253364562988
2021-05-21,1.477785587310791
2021-05-24,1.4853253364562988
2021-05-25,1.5079448223114014
2021-05-27,1.4853253364562988
2021-05-28,1.4928650856018066
2021-05-31,1.5004048347473145
2021-06-01,1.5079448223114014
2021-06-02,1.5004048347473145
2021-06-03,1.5004048347473145
2021-06-04,1.5004048347473145
2021-06-07,1.51548433303833
2021-06-08,1.523024082183838
2021-06-09,1.523024082183838
2021-06-10,1.5305637121200562
2021-06-11,1.51548433303833
2021-06-14,1.523024082183838
2021-06-15,1.5531824827194214
2021-06-16,1.523024082183838
2021-06-17,1.51548433303833
2021-06-18,1.5305637121200562
2021-06-21,1.523024082183838
2021-06-22,1.5305637121200562
2021-06-23,1.54564368724823
2021-06-24,1.5531824827194214
2021-06-25,1.5531824827194214
2021-06-28,1.5607222318649292
2021-06-29,1.54564368724823
2021-06-30,1.54564368724823
2021-07-01,1.538103461265564
2021-07-02,1.538103461265564
2021-07-05,1.5607222318649292
2021-07-06,1.5908812284469604
2021-07-07,1.5531824827194214
2021-07-08,1.54564368724823
2021-07-09,1.5833417177200317
2021-07-12,1.5833417177200317
2021-07-13,1.5984210968017578
2021-07-14,1.5833417177200317
2021-07-15,1.5833417177200317
2021-07-16,1.5984210968017578
2021-07-19,1.5833417177200317
2021-07-21,1.5758016109466553
2021-07-22,1.5908812284469604
2021-07-23,1.5833417177200317
2021-07-26,1.5682621002197266
2021-07-27,1.5771077871322632
2021-07-28,1.5999646186828613
2021-07-29,1.63044011592865
2021-07-30,1.6075832843780518
2021-08-02,1.6075832843780518
2021-08-03,1.6075832843780518
2021-08-04,1.6380592584609985
2021-08-05,1.6380592584609985
2021-08-06,1.6152024269104004
2021-08-10,1.63044011592865
2021-08-11,1.6075832843780518
2021-08-12,1.6075832843780518
2021-08-13,1.5923453569412231
2021-08-16,1.5923453569412231
2021-08-17,1.5847266912460327
2021-08-18,1.5999646186828613
2021-08-19,1.5771077871322632
2021-08-20,1.5923453569412231
2021-08-23,1.5771077871322632
2021-08-24,1.569488763809204
2021-08-25,1.569488763809204
2021-08-26,1.569488763809204
2021-08-27,1.5542516708374023
2021-08-30,1.561870813369751
2021-08-31,1.5466326475143433
2021-09-01,1.561870813369751
2021-09-02,1.6075832843780518
2021-09-03,1.5923453569412231
2021-09-06,1.6075832843780518
2021-09-07,1.6075832843780518
2021-09-08,1.569488763809204
2021-09-09,1.561870813369751
2021-09-10,1.5923453569412231
2021-09-13,1.561870813369751
2021-09-14,1.569488763809204
2021-09-15,1.561870813369751
2021-09-16,1.5847266912460327
2021-09-17,1.6075832843780518
2021-09-20,1.5847266912460327
2021-09-21,1.5923453569412231
2021-09-22,1.5847266912460327
2021-09-23,1.5999646186828613
2021-09-24,1.5847266912460327
2021-09-27,1.5847266912460327
2021-09-28,1.569488763809204
2021-09-29,1.5466326475143433
2021-09-30,1.5542516708374023
2021-10-01,1.5237761735916138
2021-10-04,1.5390138626098633
2021-10-05,1.4933003187179565
2021-10-06,1.5009193420410156
2021-10-07,1.5161570310592651
2021-10-08,1.5085381269454956
2021-10-11,1.4933003187179565
2021-10-12,1.4856812953948975
2021-10-13,1.5085381269454956
2021-10-14,1.5161570310592651
2021-10-15,1.5313948392868042
2021-10-18,1.5237761735916138
2021-10-19,1.5161570310592651
2021-10-20,1.5161570310592651
2021-10-21,1.5085381269454956
2021-10-22,1.5085381269454956
2021-10-25,1.5161570310592651
2021-10-26,1.5237761735916138
2021-10-27,1.5313948392868042
2021-10-28,1.5313948392868042
2021-10-29,1.5390138626098633
2021-11-01,1.540346622467041
2021-11-02,1.5480480194091797
2021-11-03,1.5326447486877441
2021-11-05,1.540346622467041
2021-11-08,1.5326447486877441
2021-11-09,1.5172410011291504
2021-11-10,1.5095394849777222
2021-11-11,1.5095394849777222
2021-11-12,1.5095394849777222
2021-11-15,1.5172410011291504
2021-11-16,1.5326447486877441
2021-11-17,1.5095394849777222
2021-11-18,1.5095394849777222
2021-11-19,1.5095394849777222
2021-11-22,1.5018376111984253
2021-11-23,1.5018376111984253
2021-11-24,1.4710309505462646
2021-11-25,1.4941359758377075
2021-11-26,1.4787325859069824
2021-11-29,1.4710309505462646
2021-11-30,1.4454689025878906
2021-12-01,1.453240156173706
2021-12-02,1.453240156173706
2021-12-03,1.453240156173706
2021-12-06,1.461011528968811
2021-12-07,1.461011528968811
2021-12-08,1.461011528968811
2021-12-09,1.468782663345337
2021-12-10,1.476554274559021
2021-12-13,1.461011528968811
2021-12-14,1.461011528968811
2021-12-15,1.453240156173706
2021-12-16,1.453240156173706
2021-12-17,1.4454689025878906
2021-12-20,1.4221547842025757
2021-12-21,1.437697410583496
2021-12-22,1.4299262762069702
2021-12-23,1.437697410583496
2021-12-24,1.4454689025878906
2021-12-27,1.4454689025878906
2021-12-28,1.453240156173706
2021-12-29,1.468782663345337
2021-12-30,1.468782663345337
2021-12-31,1.476554274559021
2022-01-03,1.461011528968811
2022-01-04,1.4454689025878906
2022-01-05,1.437697410583496
2022-01-06,1.4221547842025757
2022-01-07,1.4143837690353394
2022-01-10,1.3832976818084717
2022-01-11,1.359984040260315
2022-01-12,1.35221266746521
2022-01-13,1.3910694122314453
2022-01-14,1.3832976818084717
2022-01-17,1.375526785850525
2022-01-18,1.375526785850525
2022-01-19,1.3832976818084717
2022-01-20,1.3832976818084717
2022-01-21,1.3832976818084717
2022-01-24,1.36775541305542
2022-01-25,1.359984040260315
2022-01-26,1.359984040260315
2022-01-27,1.336670160293579
2022-01-28,1.3133562803268433
2022-01-31,1.3133562803268433
2022-02-03,1.3288987874984741
2022-02-04,1.336670160293579
2022-02-07,1.3211274147033691
2022-02-08,1.3501917123794556
2022-02-09,1.3658008575439453
2022-02-10,1.3892143964767456
2022-02-11,1.3658008575439453
2022-02-14,1.3501917123794556
2022-02-15,1.3658008575439453
2022-02-16,1.3658008575439453
2022-02-17,1.3736053705215454
2022-02-18,1.3736053705215454
2022-02-21,1.3892143964767456
2022-02-22,1.3814101219177246
2022-02-23,1.3814101219177246
2022-02-24,1.3579961061477661
2022-02-25,1.3579961061477661
2022-02-28,1.3658008575439453
2022-03-01,1.3970191478729248
2022-03-02,1.3892143964767456
2022-03-03,1.3970191478729248
2022-03-04,1.3970191478729248
2022-03-07,1.3970191478729248
2022-03-08,1.3736053705215454
2022-03-09,1.3892143964767456
2022-03-10,1.4126280546188354
2022-03-11,1.4204328060150146
2022-03-14,1.4048237800598145
2022-03-15,1.3814101219177246
2022-03-16,1.3970191478729248
2022-03-17,1.4204328060150146
2022-03-18,1.4282374382019043
2022-03-21,1.4360419511795044
2022-03-22,1.4282374382019043
