Date,Close
2021-03-15,1.046125054359436
2021-03-16,1.0389591455459595
2021-03-17,1.0389591455459595
2021-03-18,1.046125054359436
2021-03-19,1.060455322265625
2021-03-22,1.060455322265625
2021-03-23,1.060455322265625
2021-03-24,1.060455322265625
2021-03-25,1.053289771080017
2021-03-26,1.053289771080017
2021-03-29,1.053289771080017
2021-03-30,1.074785590171814
2021-03-31,1.060455322265625
2021-04-01,1.0891163349151611
2021-04-05,1.1106117963790894
2021-04-06,1.1106117963790894
2021-04-07,1.1106117963790894
2021-04-08,1.1034468412399292
2021-04-09,1.0962812900543213
2021-04-12,1.074785590171814
2021-04-13,1.0962812900543213
2021-04-14,1.0962812900543213
2021-04-15,1.0962812900543213
2021-04-16,1.081951379776001
2021-04-19,1.074785590171814
2021-04-20,1.074785590171814
2021-04-21,1.060455322265625
2021-04-22,1.060455322265625
2021-04-23,1.060455322265625
2021-04-26,1.0317943096160889
2021-04-27,1.0174636840820312
2021-04-28,1.0246292352676392
2021-04-29,1.0246292352676392
2021-04-30,1.0174636840820312
2021-05-03,0.9888029098510742
2021-05-04,1.0031335353851318
2021-05-05,0.9888029098510742
2021-05-06,0.9888029098510742
2021-05-07,1.0031335353851318
2021-05-10,0.9744723439216614
2021-05-11,0.9816372394561768
2021-05-12,0.9744723439216614
2021-05-14,0.9673072695732117
2021-05-17,1.0031335353851318
2021-05-18,1.010298728942871
2021-05-19,1.010298728942871
2021-05-20,1.0246292352676392
2021-05-21,1.0246292352676392
2021-05-24,0.9888029098510742
2021-05-25,0.9888029098510742
2021-05-27,0.9744723439216614
2021-05-28,0.9744723439216614
2021-05-31,0.9959678649902344
2021-06-01,0.9959678649902344
2021-06-02,1.0246292352676392
2021-06-03,1.010298728942871
2021-06-04,1.010298728942871
2021-06-07,1.0246292352676392
2021-06-08,1.053289771080017
2021-06-09,1.0317943096160889
2021-06-10,1.053289771080017
2021-06-11,1.046125054359436
2021-06-14,1.0389591455459595
2021-06-15,1.0389591455459595
2021-06-16,1.0246292352676392
2021-06-17,1.0174636840820312
2021-06-18,1.0246292352676392
2021-06-21,1.0174636840820312
2021-06-22,1.0031335353851318
2021-06-23,1.010298728942871
2021-06-24,1.0174636840820312
2021-06-25,1.0174636840820312
2021-06-28,1.0174636840820312
2021-06-29,1.0031335353851318
2021-06-30,0.9959678649902344
2021-07-01,1.010298728942871
2021-07-02,1.0317943096160889
2021-07-05,1.046125054359436
2021-07-06,1.053289771080017
